"","LINEUPS","MIN","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","+/-"
"749",".K. Lowry, .S. Ibaka, .D. DeRozan, .J. Valanciunas, .D. Wright",65,147,50,102,12,29,35,43,10,41,51,29,22,10,13,5,36,32,-7
"750",".K. Lowry, .S. Ibaka, .D. DeRozan, .J. Valanciunas, .F. VanVleet",101,272,88,183,28,64,68,79,23,83,106,44,17,9,5,6,40,55,58
"751",".K. Lowry, .S. Ibaka, .D. DeRozan, .J. Valanciunas, .M. Miller",59,127,45,108,14,44,23,29,27,47,74,26,24,7,11,5,23,26,9
"752",".K. Lowry, .S. Ibaka, .D. DeRozan, .J. Valanciunas, .N. Powell",272,609,222,474,67,191,98,128,45,192,237,139,83,30,21,20,123,119,-23
"753",".K. Lowry, .S. Ibaka, .D. DeRozan, .J. Valanciunas, .O. Anunoby",801,1887,708,1454,203,523,268,330,161,632,793,428,233,105,88,71,326,313,167
"754",".K. Lowry, .S. Ibaka, .D. Green, .K. Leonard, .P. Siakam",547,1319,499,1025,131,374,190,226,120,408,528,304,139,90,62,40,198,235,105
"755",".K. Lowry, .S. Ibaka, .D. Green, .P. Siakam, .F. VanVleet",187,453,170,346,57,134,56,65,37,141,178,126,44,26,24,21,58,66,59
"756",".K. Lowry, .S. Ibaka, .K. Leonard, .P. Siakam, .F. VanVleet",70,158,49,119,18,51,42,52,21,50,71,28,18,18,3,6,29,40,7
"757",".K. Martin, .N. Bjelica, .G. Dieng, .S. Muhammad, .Z. LaVine",144,294,98,235,19,65,79,93,23,110,133,54,51,25,16,15,71,62,-2
"758",".K. Middleton, .T. Snell, .G. Antetokounmpo, .M. Dellavedova, .T. Maker",99,208,74,164,21,60,39,50,14,76,90,42,20,10,11,7,34,44,24
"759",".K. Middleton, .T. Snell, .G. Antetokounmpo, .T. Maker, .M. Brogdon",230,504,187,387,61,135,69,85,31,146,177,120,55,41,24,16,91,80,28
"760",".K. Seraphin, .L. Thomas, .D. Williams, .L. Galloway, .J. Grant",89,165,57,151,8,34,43,57,16,56,72,39,29,14,10,11,38,39,-18
"761",".L. Aldridge, .D. DeRozan, .D. Bertans, .B. Forbes, .D. White",138,359,138,250,30,66,53,61,14,102,116,82,29,23,18,12,44,58,75
"762",".L. Aldridge, .D. DeRozan, .D. Cunningham, .B. Forbes, .D. White",91,167,66,159,10,32,25,28,16,66,82,34,26,11,12,7,30,39,-35
"763",".L. Aldridge, .D. DeRozan, .J. Poeltl, .B. Forbes, .D. White",187,374,158,351,21,64,37,50,35,132,167,96,36,29,21,9,61,61,-17
"764",".L. Aldridge, .D. DeRozan, .P. Mills, .D. Bertans, .B. Forbes",59,141,50,106,12,39,29,36,6,41,47,31,11,9,5,2,26,26,19
"765",".L. Aldridge, .D. Green, .P. Mills, .K. Anderson, .D. Murray",189,394,163,353,35,101,33,43,54,142,196,91,49,35,30,15,64,60,37
"766",".L. Aldridge, .M. Belinelli, .D. DeRozan, .D. Cunningham, .P. Mills",55,128,48,108,11,26,21,25,18,44,62,28,14,6,4,7,18,23,25
"767",".L. Aldridge, .M. Belinelli, .D. DeRozan, .P. Mills, .D. Bertans",109,273,95,190,23,59,60,72,19,87,106,44,28,11,11,7,51,70,-2
"768",".L. Aldridge, .M. Belinelli, .P. Mills, .D. Bertans, .B. Forbes",54,139,55,103,21,42,8,11,9,39,48,37,12,9,5,2,23,16,6
"769",".L. Aldridge, .P. Mills, .D. Bertans, .K. Anderson, .D. Murray",58,122,48,111,10,29,16,25,11,50,61,30,12,9,6,8,15,24,22
"770",".L. Aldridge, .R. Gay, .D. DeRozan, .B. Forbes, .D. White",388,875,353,678,60,142,109,125,59,278,337,216,104,57,34,31,145,152,38
"771",".L. Aldridge, .R. Gay, .D. DeRozan, .D. Bertans, .B. Forbes",94,208,83,173,14,41,28,36,22,67,89,45,21,9,14,7,31,38,-4
"772",".L. Aldridge, .R. Gay, .D. DeRozan, .D. Cunningham, .B. Forbes",169,371,155,320,22,59,39,50,26,127,153,79,41,29,10,15,68,54,-22
"773",".L. Aldridge, .R. Gay, .D. DeRozan, .P. Mills, .B. Forbes",115,272,101,215,19,55,51,60,23,90,113,52,22,14,13,10,39,43,27
"774",".L. Aldridge, .R. Gay, .M. Belinelli, .D. DeRozan, .P. Mills",135,310,111,248,30,76,58,72,28,109,137,65,40,13,12,11,46,50,29
"775",".L. Aldridge, .R. Gay, .M. Belinelli, .P. Mills, .D. Bertans",59,154,55,116,13,44,31,36,9,53,62,32,9,5,6,3,24,34,32
"776",".L. Babbitt, .K. Bazemore, .D. Schroder, .D. Dedmon, .T. Prince",70,159,64,124,20,47,11,16,10,51,61,41,27,13,5,8,30,27,7
"777",".L. Barbosa, .J. Dudley, .A. Williams, .T. Ulis, .D. Jones Jr.",73,145,62,132,4,30,17,21,17,49,66,39,25,15,11,4,45,28,13
"778",".L. Barbosa, .P. Tucker, .J. Dudley, .B. Knight, .A. Len",57,131,54,119,14,31,9,14,16,37,53,29,15,12,4,11,23,19,6
"779",".L. Barbosa, .S. Livingston, .A. Iguodala, .H. Barnes, .F. Ezeli",53,100,37,97,9,24,17,21,15,33,48,23,16,10,6,5,16,20,-9
"780",".L. Barbosa, .S. Livingston, .A. Iguodala, .M. Speights, .H. Barnes",88,177,66,150,4,21,41,48,19,55,74,43,25,21,5,6,41,40,-12
"781",".L. Deng, .G. Dragic, .H. Whiteside, .J. Winslow, .J. Richardson",190,436,169,340,27,69,71,111,50,145,195,101,53,28,27,13,76,97,26
"782",".L. Deng, .J. Calderon, .N. Young, .T. Mozgov, .J. Randle",54,97,38,87,11,27,10,14,10,39,49,25,26,4,5,4,26,15,-28
"783",".L. Deng, .L. Williams, .J. Clarkson, .L. Nance Jr., .B. Ingram",69,179,60,108,15,27,44,51,10,49,59,28,17,10,5,6,30,42,18
"784",".L. Deng, .L. Williams, .J. Clarkson, .L. Nance Jr., .I. Zubac",57,121,41,99,7,27,32,39,10,38,48,19,23,14,5,9,27,26,-26
"785",".L. Deng, .N. Young, .T. Mozgov, .J. Randle, .D. Russell",403,904,342,742,105,253,115,148,98,282,380,212,107,58,20,37,162,130,44
"786",".L. James, .B. Ingram, .I. Zubac, .L. Ball, .K. Kuzma",55,131,50,98,10,36,21,35,6,51,57,35,12,9,5,7,21,28,20
"787",".L. James, .C. Frye, .K. Irving, .T. Thompson, .I. Shumpert",105,258,96,196,40,95,26,35,24,71,95,61,19,10,12,8,36,29,22
"788",".L. James, .D. Wade, .J. Smith, .K. Love, .J. Crowder",55,130,43,93,10,35,34,45,12,29,41,27,13,6,3,4,17,36,-9
"789",".L. James, .D. Wade, .K. Korver, .C. Frye, .J. Green",87,202,78,154,19,60,27,35,14,71,85,43,26,11,6,9,26,30,42
"790",".L. James, .J. McGee, .B. Ingram, .L. Ball, .K. Kuzma",234,531,216,433,32,101,67,102,49,187,236,132,88,34,43,23,82,103,-1
"791",".L. James, .J. McGee, .L. Ball, .K. Kuzma, .J. Hart",133,330,131,258,32,85,36,52,26,99,125,80,40,30,26,16,50,52,42
"792",".L. James, .J. McGee, .R. Bullock, .B. Ingram, .K. Kuzma",73,198,76,139,17,33,29,41,20,59,79,47,28,9,10,6,34,36,8
"793",".L. James, .J. Smith, .C. Frye, .K. Love, .K. Irving",71,186,70,143,25,72,21,23,23,57,80,43,22,10,6,5,20,26,52
"794",".L. James, .J. Smith, .D. Rose, .K. Love, .J. Crowder",67,157,54,117,11,40,38,41,13,33,46,23,20,15,5,8,25,32,-28
"795",".L. James, .J. Smith, .G. Hill, .R. Hood, .L. Nance Jr.",57,126,50,103,13,33,13,18,8,39,47,31,10,9,4,6,21,21,0
"796",".L. James, .J. Smith, .G. Hill, .T. Thompson, .C. Osman",104,229,91,192,24,61,23,30,27,76,103,46,29,8,6,9,40,34,-13
"797",".L. James, .J. Smith, .J. Calderon, .K. Love, .J. Crowder",354,808,296,601,114,271,102,121,48,248,296,197,95,62,23,29,99,130,54
"798",".L. James, .J. Smith, .K. Love, .I. Shumpert, .J. Crowder",80,169,61,148,22,62,25,31,19,49,68,35,25,14,4,10,37,30,-19
"799",".L. James, .J. Smith, .K. Love, .I. Thomas, .J. Crowder",101,208,71,176,22,79,44,55,14,63,77,45,31,18,5,11,38,48,-40
"800",".L. James, .J. Smith, .K. Love, .K. Irving, .T. Thompson",920,2168,812,1682,258,618,286,379,209,619,828,484,228,140,73,79,313,392,184
"801",".L. James, .J. Smith, .K. Love, .T. Mozgov, .K. Irving",251,500,199,431,50,158,52,72,48,175,223,124,88,25,25,23,77,82,-46
"802",".L. James, .J. Smith, .K. Love, .T. Mozgov, .M. Dellavedova",163,339,127,264,38,93,47,67,34,118,152,78,50,17,13,16,60,64,-12
"803",".L. James, .J. Smith, .K. Love, .T. Thompson, .I. Thomas",54,124,49,92,15,37,11,15,9,44,53,30,23,7,2,2,12,19,1
"804",".L. James, .J. Smith, .K. Love, .T. Thompson, .M. Dellavedova",199,473,165,356,53,130,90,118,55,148,203,103,40,28,9,18,83,95,105
"805",".L. James, .J. Smith, .T. Thompson, .I. Shumpert, .M. Dellavedova",61,136,50,106,13,38,23,30,15,40,55,27,15,13,7,6,35,24,-9
"806",".L. James, .J. Smith, .T. Thompson, .I. Thomas, .J. Crowder",95,217,81,171,26,65,29,36,12,54,66,49,25,18,4,13,45,35,-56
"807",".L. James, .K. Love, .K. Irving, .T. Thompson, .D. Liggins",181,482,174,332,62,127,72,93,45,136,181,101,54,42,18,17,42,77,118
"808",".L. James, .K. Love, .K. Irving, .T. Thompson, .I. Shumpert",227,516,195,412,49,150,77,105,60,172,232,102,70,37,10,23,80,91,13
"809",".L. James, .K. Love, .T. Thompson, .I. Shumpert, .M. Dellavedova",73,164,56,120,15,33,37,54,21,51,72,30,16,7,7,7,25,39,8
"810",".L. James, .M. Williams, .J. Smith, .K. Love, .T. Mozgov",154,321,128,266,30,79,35,50,37,115,152,80,56,15,15,15,56,52,4
"811",".L. James, .R. Rondo, .J. McGee, .R. Bullock, .K. Kuzma",62,162,66,118,10,33,20,24,10,43,53,38,19,12,9,1,19,23,-13
"812",".L. James, .R. Rondo, .R. Bullock, .B. Ingram, .K. Kuzma",62,145,57,121,13,46,18,28,10,37,47,40,11,10,3,6,28,25,-3
"813",".L. Scola, .K. Lowry, .D. DeRozan, .B. Biyombo, .N. Powell",69,163,56,126,20,37,31,43,24,46,70,33,19,6,8,11,27,28,24
"814",".L. Scola, .K. Lowry, .D. DeRozan, .B. Biyombo, .T. Ross",103,212,80,170,19,48,33,43,17,80,97,40,31,12,16,10,34,31,-3
"815",".L. Scola, .K. Lowry, .D. DeRozan, .D. Carroll, .B. Biyombo",130,258,98,223,22,58,40,49,25,84,109,52,32,25,7,10,46,52,-20
"816",".L. Scola, .K. Lowry, .D. DeRozan, .D. Carroll, .J. Valanciunas",229,481,182,412,46,100,71,93,60,141,201,104,69,42,16,32,84,85,-4
"817",".L. Scola, .K. Lowry, .D. DeRozan, .J. Johnson, .B. Biyombo",61,116,46,99,10,19,14,20,11,38,49,26,19,9,4,7,19,19,-13
"818",".L. Scola, .K. Lowry, .D. DeRozan, .J. Johnson, .J. Valanciunas",327,675,251,561,43,137,130,161,69,206,275,127,98,60,40,40,128,151,-23
"819",".L. Scola, .K. Lowry, .D. DeRozan, .J. Valanciunas, .N. Powell",150,286,110,240,24,75,42,53,29,104,133,56,53,20,11,17,73,58,-24
"820",".L. Stephenson, .C. Joseph, .B. Bogdanovic, .V. Oladipo, .D. Sabonis",66,165,62,122,13,41,28,34,22,52,74,30,21,9,5,7,31,29,34
"821",".L. Stephenson, .C. Joseph, .V. Oladipo, .M. Turner, .D. Sabonis",54,110,43,92,8,22,16,20,7,39,46,19,16,2,9,4,28,21,-23
"822",".L. Thomas, .D. Williams, .K. O'Quinn, .L. Galloway, .J. Grant",114,225,78,190,16,41,53,70,25,82,107,47,38,15,14,15,46,55,-14
"823",".L. Thomas, .E. Kanter, .T. Hardaway Jr., .T. Burke, .F. Ntilikina",65,140,56,128,10,29,18,20,9,41,50,27,17,18,4,8,32,22,-5
"824",".L. Williams, .B. Griffin, .W. Reed, .T. Wallace, .M. Teodosic",57,146,52,103,19,43,23,28,11,36,47,33,22,8,5,4,17,24,1
"825",".L. Williams, .D. Gallinari, .A. Bradley, .T. Harris, .M. Harrell",62,157,50,98,9,19,48,64,8,47,55,29,15,6,4,5,24,44,24
"826",".L. Williams, .D. Gallinari, .P. Beverley, .M. Harrell, .L. Shamet",68,180,59,121,20,43,42,52,13,51,64,42,19,8,2,13,29,41,30
"827",".L. Williams, .D. Gallinari, .P. Beverley, .M. Harrell, .S. Gilgeous-Alexander",55,134,47,102,13,37,27,35,12,30,42,27,15,7,4,7,19,26,11
"828",".L. Williams, .D. Gallinari, .P. Beverley, .T. Harris, .M. Harrell",80,219,72,143,16,40,59,69,19,60,79,37,15,11,9,10,33,55,39
"829",".L. Williams, .D. Gallinari, .T. Harris, .M. Harrell, .S. Gilgeous-Alexander",52,94,34,94,9,32,17,24,16,34,50,16,15,4,10,10,18,19,-30
"830",".L. Williams, .D. Jordan, .B. Griffin, .W. Johnson, .A. Rivers",104,222,83,180,31,73,25,30,23,65,88,46,41,14,8,13,42,45,-5
"831",".L. Williams, .D. Jordan, .T. Harris, .A. Rivers, .M. Teodosic",72,172,59,125,14,47,40,52,10,43,53,28,20,9,3,8,24,35,-15
"832",".L. Williams, .D. Jordan, .T. Harris, .A. Rivers, .S. Thornwell",163,390,148,291,29,74,65,85,39,116,155,77,46,25,13,20,60,68,25
"833",".L. Williams, .D. Jordan, .T. Harris, .A. Rivers, .T. Wallace",51,135,46,85,10,22,33,42,9,35,44,25,20,9,2,6,29,28,-12
"834",".L. Williams, .E. Gordon, .P. Beverley, .C. Capela, .S. Dekker",88,217,70,168,27,75,50,62,30,77,107,36,26,12,10,11,29,43,32
"835",".L. Williams, .G. Temple, .J. Green, .M. Harrell, .T. Wallace",73,211,76,141,15,37,44,56,16,54,70,40,21,13,4,15,46,42,37
"836",".L. Williams, .J. Clarkson, .T. Black, .L. Nance Jr., .B. Ingram",195,441,163,348,28,85,87,112,50,148,198,86,61,39,21,16,87,87,28
"837",".L. Williams, .M. Harrell, .S. Dekker, .S. Thornwell, .M. Teodosic",61,138,50,98,8,27,30,39,7,41,48,38,18,6,5,8,27,34,-3
"838",".L. Williams, .P. Beverley, .A. Bradley, .T. Harris, .M. Harrell",79,206,73,148,20,48,40,45,13,65,78,43,18,7,5,14,41,43,39
"839",".L. Williams, .P. Beverley, .M. Scott, .M. Harrell, .T. Wallace",116,322,125,227,26,55,46,67,26,86,112,66,31,19,20,19,68,67,48
"840",".L. Williams, .R. Hibbert, .J. Clarkson, .A. Brown, .L. Nance Jr.",110,214,78,200,15,46,43,55,25,85,110,36,29,16,9,15,41,49,-1
"841",".L. Williams, .R. Hibbert, .J. Clarkson, .J. Randle, .A. Brown",52,104,39,91,4,14,22,28,10,40,50,21,8,4,6,6,19,23,-10
"842",".L. Williams, .T. Robinson, .J. Clarkson, .T. Black, .B. Ingram",51,116,44,93,11,24,17,28,16,35,51,19,15,3,6,6,25,23,-3
"843",".L. Williams, .W. Chandler, .G. Temple, .J. Green, .M. Harrell",69,164,57,137,7,37,43,49,16,52,68,24,21,15,6,11,41,33,14
"844",".M. Barnes, .A. Tolliver, .T. Lawson, .W. Cauley-Stein, .M. Richardson",67,143,58,113,10,29,17,24,10,51,61,36,27,14,8,5,32,24,9
"845",".M. Barnes, .D. West, .A. Iguodala, .K. Thompson, .I. Clark",85,172,69,134,19,50,15,20,11,54,65,49,26,9,16,7,33,21,4
"846",".M. Barnes, .K. Koufos, .D. Collison, .D. Cousins, .B. McLemore",91,172,68,158,19,48,17,23,10,59,69,44,18,10,7,7,37,38,-44
"847",".M. Barnes, .M. Conley, .J. Green, .M. Gasol, .C. Lee",199,395,149,333,34,91,63,81,34,127,161,91,54,37,27,19,78,60,-22
"848",".M. Barnes, .R. Gay, .A. Afflalo, .T. Lawson, .D. Cousins",57,116,40,95,10,24,26,35,14,29,43,22,11,6,4,6,24,29,-17
"849",".M. Barnes, .T. Allen, .M. Conley, .J. Green, .M. Gasol",56,127,48,102,11,23,20,24,9,42,51,27,15,10,5,7,25,20,8
"850",".M. Beasley, .C. Lee, .E. Kanter, .T. Hardaway Jr., .E. Mudiay",128,276,112,262,20,64,32,38,38,81,119,65,36,21,12,13,40,44,-43
"851",".M. Beasley, .C. Lee, .K. O'Quinn, .D. McDermott, .F. Ntilikina",72,160,63,128,12,28,22,27,15,50,65,39,23,14,12,7,35,19,9
"852",".M. Beasley, .G. Monroe, .T. Snell, .J. Parker, .M. Brogdon",51,126,49,90,12,23,16,20,6,33,39,30,14,8,5,4,17,18,-5
"853",".M. Beasley, .K. O'Quinn, .D. McDermott, .R. Baker, .F. Ntilikina",120,272,104,203,19,43,45,61,21,75,96,58,29,18,16,5,60,49,9
"854",".M. Belinelli, .D. DeRozan, .P. Mills, .D. Bertans, .J. Poeltl",107,258,91,191,32,71,44,55,21,78,99,57,31,13,7,8,42,46,1
"855",".M. Belinelli, .D. Schroder, .D. Dedmon, .T. Prince, .J. Collins",53,116,44,102,17,43,11,11,13,28,41,25,18,6,2,7,30,14,-21
"856",".M. Belinelli, .K. Koufos, .D. Collison, .O. Casspi, .W. Cauley-Stein",88,176,72,174,9,37,23,32,30,63,93,36,27,14,7,12,41,34,-23
"857",".M. Belinelli, .K. Walker, .M. Kidd-Gilchrist, .C. Zeller, .F. Kaminsky",67,135,52,113,8,32,23,26,5,48,53,30,12,11,12,6,21,19,16
"858",".M. Belinelli, .M. Delaney, .I. Taylor, .J. Collins, .T. Cavanaugh",55,109,45,102,11,33,8,14,13,35,48,28,15,12,3,7,24,20,1
"859",".M. Belinelli, .N. Batum, .K. Walker, .C. Zeller, .F. Kaminsky",95,263,98,170,31,64,36,42,8,57,65,62,24,16,5,7,32,33,45
"860",".M. Belinelli, .P. Mills, .D. Bertans, .J. Poeltl, .B. Forbes",74,215,75,129,32,63,33,45,13,54,67,43,21,12,8,2,31,34,25
"861",".M. Belinelli, .R. Sessions, .R. Hibbert, .M. Kidd-Gilchrist, .F. Kaminsky",51,113,43,88,10,28,17,23,13,39,52,26,16,9,6,6,19,18,13
"862",".M. Belinelli, .R. Sessions, .R. Hibbert, .N. Batum, .F. Kaminsky",88,204,67,148,20,46,50,60,9,76,85,39,22,10,8,4,28,41,-3
"863",".M. Conley, .A. Bradley, .J. Valanciunas, .J. Holiday, .B. Caboclo",51,110,41,92,7,27,21,25,6,34,40,27,15,11,5,6,20,24,-7
"864",".M. Conley, .M. Gasol, .C. Parsons, .J. Green, .J. Ennis III",90,175,66,151,10,46,33,37,15,66,81,39,22,7,4,3,42,40,-6
"865",".M. Conley, .M. Gasol, .G. Temple, .J. Green, .K. Anderson",121,261,97,202,25,72,42,54,21,76,97,65,35,17,19,10,61,55,-12
"866",".M. Conley, .M. Gasol, .G. Temple, .J. Holiday, .J. Jackson Jr.",74,150,55,131,20,59,20,25,12,46,58,42,18,16,5,10,37,29,-17
"867",".M. Conley, .M. Gasol, .G. Temple, .K. Anderson, .J. Jackson Jr.",464,962,370,773,93,246,129,169,56,337,393,247,134,89,72,33,174,192,78
"868",".M. Conley, .M. Gasol, .G. Temple, .S. Mack, .K. Anderson",67,146,47,109,11,41,41,50,7,46,53,31,14,17,9,5,34,37,7
"869",".M. Conley, .M. Gasol, .J. Ennis III, .A. Harrison, .J. Martin",92,174,60,145,18,58,36,44,13,63,76,39,20,10,13,9,38,47,-22
"870",".M. Conley, .M. Gasol, .J. Ennis III, .J. Martin, .D. Brooks",64,128,47,101,11,38,23,31,11,42,53,24,17,8,11,5,29,30,5
"871",".M. Ellis, .G. Hill, .J. Hill, .P. George, .L. Allen",86,195,65,152,22,44,43,51,26,62,88,39,22,12,3,9,39,36,36
"872",".M. Ellis, .G. Hill, .J. Hill, .P. George, .M. Turner",156,319,132,275,23,63,32,45,32,98,130,75,53,25,19,5,63,53,-18
"873",".M. Ellis, .J. Teague, .P. George, .L. Allen, .M. Turner",81,188,71,147,18,42,28,39,27,61,88,42,15,13,4,8,36,27,30
"874",".M. Ellis, .R. Stuckey, .J. Hill, .P. George, .L. Allen",74,169,62,137,11,35,34,43,23,50,73,32,21,13,6,8,23,28,19
"875",".M. Ellis, .T. Young, .J. Teague, .G. Robinson III, .M. Turner",106,254,92,178,16,41,54,66,17,78,95,55,34,22,10,7,28,52,29
"876",".M. Ellis, .T. Young, .J. Teague, .P. George, .M. Turner",603,1319,496,1016,106,261,221,269,86,414,500,307,199,118,93,63,231,266,-19
"877",".M. Gasol, .D. Green, .K. Leonard, .P. Siakam, .F. VanVleet",87,212,78,144,30,65,26,31,11,69,80,44,32,13,9,4,38,36,27
"878",".M. Gasol, .G. Temple, .S. Mack, .K. Anderson, .J. Jackson Jr.",64,127,46,101,12,34,23,30,6,43,49,28,14,8,5,5,31,25,-8
"879",".M. Gasol, .J. Green, .A. Harrison, .J. Martin, .D. Brooks",78,156,59,137,15,49,23,30,13,51,64,39,19,9,10,12,39,29,-14
"880",".M. Gasol, .M. Chalmers, .C. Parsons, .J. Green, .D. Brooks",70,137,56,118,12,34,13,14,5,50,55,41,21,7,4,5,27,24,-4
"881",".M. Gasol, .M. Chalmers, .T. Evans, .J. Green, .D. Brooks",64,136,47,111,15,36,27,35,11,32,43,24,17,12,3,13,29,34,-35
"882",".M. Gasol, .T. Evans, .J. Green, .A. Harrison, .D. Brooks",196,417,166,334,44,111,41,47,29,133,162,100,54,33,16,17,87,81,45
"883",".M. Gasol, .T. Evans, .J. Green, .B. McLemore, .D. Brooks",82,166,64,129,20,43,18,23,14,53,67,40,31,8,5,6,32,23,-8
"884",".M. Ginobili, .B. Diaw, .L. Aldridge, .P. Mills, .K. Leonard",114,252,96,192,23,57,37,40,17,78,95,64,30,18,6,5,40,46,27
"885",".M. Ginobili, .D. Lee, .L. Aldridge, .P. Mills, .K. Leonard",84,202,70,157,21,49,41,53,24,56,80,43,20,8,8,8,36,37,-10
"886",".M. Ginobili, .D. Lee, .P. Mills, .D. Dedmon, .J. Simmons",73,167,61,125,16,38,29,36,18,62,80,40,30,14,9,10,36,34,46
"887",".M. Ginobili, .D. West, .B. Diaw, .D. Green, .P. Mills",57,117,48,118,14,44,7,7,17,42,59,29,16,8,3,10,37,22,5
"888",".M. Ginobili, .D. West, .B. Diaw, .P. Mills, .K. Anderson",71,148,61,126,10,33,16,22,13,41,54,38,16,10,4,3,27,26,-13
"889",".M. Ginobili, .D. West, .B. Diaw, .P. Mills, .K. Leonard",51,123,51,103,9,25,12,18,9,36,45,34,10,13,4,3,19,20,19
"890",".M. Ginobili, .P. Gasol, .D. Lee, .P. Mills, .K. Leonard",70,173,61,133,18,48,33,37,16,52,68,38,18,14,10,7,18,23,15
"891",".M. Ginobili, .P. Gasol, .L. Aldridge, .P. Mills, .K. Leonard",123,289,107,220,24,62,51,70,26,75,101,71,36,19,11,8,45,58,-1
"892",".M. Ginobili, .P. Gasol, .T. Parker, .L. Aldridge, .K. Leonard",55,130,46,91,9,24,29,39,7,32,39,22,16,7,8,4,18,33,-1
"893",".M. Gortat, .B. Beal, .T. Satoransky, .O. Porter Jr., .K. Oubre Jr.",68,157,61,128,18,46,17,23,16,46,62,38,20,13,8,4,24,28,15
"894",".M. Gortat, .D. Gallinari, .A. Bradley, .T. Harris, .S. Gilgeous-Alexander",349,778,303,602,70,167,102,119,49,233,282,163,116,48,26,37,134,126,-49
"895",".M. Gortat, .D. Gallinari, .P. Beverley, .A. Bradley, .T. Harris",121,251,89,218,23,67,50,60,31,94,125,49,43,10,10,13,59,60,-14
"896",".M. Gortat, .D. Gallinari, .P. Beverley, .T. Harris, .S. Gilgeous-Alexander",73,183,68,130,19,38,28,32,12,58,70,41,25,7,4,7,33,30,9
"897",".M. Gortat, .G. Temple, .J. Wall, .M. Morris, .O. Porter Jr.",122,238,94,211,24,64,26,34,23,90,113,63,44,19,13,9,56,49,-4
"898",".M. Gortat, .J. Dudley, .G. Temple, .J. Wall, .B. Beal",70,164,60,127,12,36,32,44,18,47,65,36,16,16,6,4,35,31,27
"899",".M. Gortat, .J. Dudley, .G. Temple, .J. Wall, .K. Oubre Jr.",115,249,102,212,29,58,16,26,22,79,101,70,35,15,8,12,41,32,-5
"900",".M. Gortat, .J. Dudley, .G. Temple, .J. Wall, .O. Porter Jr.",312,649,264,572,60,172,61,89,58,216,274,190,84,53,26,30,104,92,-17
"901",".M. Gortat, .J. Dudley, .J. Wall, .B. Beal, .O. Porter Jr.",230,541,209,430,52,147,71,94,45,157,202,142,74,44,20,18,78,92,58
"902",".M. Gortat, .J. Smith, .J. Wall, .B. Beal, .O. Porter Jr.",136,318,116,249,33,77,53,64,33,78,111,67,37,15,12,10,54,58,-34
"903",".M. Gortat, .J. Wall, .B. Beal, .M. Scott, .K. Oubre Jr.",64,146,56,130,17,46,17,23,19,50,69,31,14,9,10,9,27,23,-16
"904",".M. Gortat, .J. Wall, .B. Beal, .O. Porter Jr., .K. Oubre Jr.",404,986,354,736,96,244,182,227,80,293,373,219,111,89,42,32,167,192,145
"905",".M. Gortat, .J. Wall, .M. Morris, .B. Beal, .K. Oubre Jr.",204,471,180,355,41,109,70,103,43,141,184,91,76,30,18,17,91,86,6
"906",".M. Gortat, .J. Wall, .M. Morris, .B. Beal, .O. Porter Jr.",2028,4685,1821,3708,439,1067,604,773,404,1431,1835,1132,575,372,155,203,737,732,332
"907",".M. Gortat, .M. Morris, .B. Beal, .O. Porter Jr., .T. Frazier",201,392,159,358,36,89,38,51,30,132,162,97,46,36,14,23,65,66,-21
"908",".M. Gortat, .M. Morris, .B. Beal, .T. Satoransky, .O. Porter Jr.",526,1190,474,923,102,249,140,169,106,373,479,325,157,78,49,41,175,154,93
"909",".M. Gortat, .M. Thornton, .J. Wall, .M. Morris, .O. Porter Jr.",62,140,50,123,9,27,31,39,19,43,62,24,18,9,7,7,27,32,0
"910",".M. Gortat, .P. Beverley, .A. Bradley, .T. Harris, .S. Gilgeous-Alexander",108,218,90,210,20,55,18,22,25,81,106,56,31,13,2,16,40,29,-31
"911",".M. Gortat, .R. Sessions, .M. Morris, .B. Beal, .O. Porter Jr.",59,134,54,111,9,19,17,26,20,38,58,28,16,8,8,4,10,25,1
"912",".M. Leonard, .S. Napier, .N. Vonleh, .P. Connaughton, .J. Layman",70,155,52,116,23,51,28,34,10,52,62,33,22,10,8,2,20,25,23
"913",".M. Morris, .B. Beal, .T. Satoransky, .O. Porter Jr., .K. Oubre Jr.",89,257,93,171,26,67,45,52,17,57,74,67,20,20,10,5,53,47,63
"914",".M. Morris, .R. Jackson, .A. Drummond, .K. Caldwell-Pope, .S. Johnson",80,199,65,133,10,37,59,91,20,66,86,25,19,15,8,5,34,58,19
"915",".M. Morris, .R. Jackson, .J. Leuer, .A. Drummond, .K. Caldwell-Pope",404,840,337,768,67,199,99,148,110,257,367,183,94,66,26,35,127,137,-84
"916",".M. Morris, .T. Harris, .R. Jackson, .A. Baynes, .K. Caldwell-Pope",61,133,35,98,6,28,57,63,14,56,70,13,23,6,6,6,31,35,16
"917",".M. Morris, .T. Harris, .R. Jackson, .A. Drummond, .K. Caldwell-Pope",847,1775,694,1495,159,463,228,350,178,589,767,372,217,123,53,69,285,301,-39
"918",".M. Morris, .T. Harris, .R. Jackson, .A. Drummond, .S. Johnson",52,117,49,105,11,26,8,12,15,32,47,27,16,13,6,2,30,14,-12
"919",".M. Plumlee, .N. Jokic, .J. Murray, .J. Hernangomez, .T. Craig",144,311,120,255,40,102,31,43,45,101,146,86,45,19,15,13,48,53,-19
