"","LINEUPS","MIN","PTS","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","TOV","STL","BLK","BLKA","PF","PFD","+/-"
"1",".A. Afflalo, .K. Koufos, .D. Collison, .D. Cousins, .B. McLemore",88,173,66,147,20,55,21,27,16,57,73,39,38,16,6,3,33,24,-36
"2",".A. Afflalo, .K. Koufos, .D. Collison, .G. Temple, .D. Cousins",114,231,86,174,23,54,36,52,15,72,87,52,27,15,12,8,46,50,-7
"3",".A. Ajinca, .J. Holiday, .A. Davis, .S. Hill, .B. Hield",81,176,65,135,15,33,31,38,13,62,75,39,25,16,8,7,31,25,1
"4",".A. Aminu, .D. Lillard, .A. Crabbe, .C. McCollum, .M. Plumlee",71,155,58,121,11,32,28,36,13,37,50,31,20,10,11,7,25,29,-13
"5",".A. Aminu, .D. Lillard, .C. McCollum, .J. Nurkic, .J. Layman",369,907,341,687,98,240,127,150,82,273,355,207,109,59,43,37,143,144,84
"6",".A. Aminu, .D. Lillard, .C. McCollum, .S. Curry, .J. Nurkic",52,139,45,97,11,31,38,46,17,38,55,20,11,5,2,6,17,33,28
"7",".A. Aminu, .D. Lillard, .C. McCollum, .S. Napier, .J. Nurkic",76,189,66,137,19,56,38,44,16,56,72,32,16,16,8,5,24,34,35
"8",".A. Aminu, .D. Lillard, .M. Harkless, .A. Crabbe, .J. Nurkic",60,137,49,102,14,33,25,37,17,38,55,31,21,8,9,4,21,34,-18
"9",".A. Aminu, .D. Lillard, .M. Harkless, .C. McCollum, .J. Nurkic",1258,3035,1135,2371,276,755,489,589,292,935,1227,631,322,214,170,126,520,498,212
"10",".A. Aminu, .D. Lillard, .M. Harkless, .C. McCollum, .M. Plumlee",255,578,228,460,65,162,57,77,46,184,230,142,66,41,39,24,92,81,42
"11",".A. Aminu, .D. Lillard, .M. Harkless, .J. Nurkic, .J. Layman",58,142,55,107,16,38,16,20,10,36,46,34,14,7,4,4,20,21,4
"12",".A. Aminu, .E. Kanter, .D. Lillard, .M. Harkless, .J. Layman",51,114,47,111,4,26,16,20,21,50,71,21,9,9,6,7,11,25,26
"13",".A. Aminu, .E. Kanter, .D. Lillard, .M. Harkless, .R. Hood",67,155,58,122,13,41,26,33,22,49,71,29,23,17,9,5,22,29,10
"14",".A. Aminu, .M. Harkless, .A. Crabbe, .C. McCollum, .M. Plumlee",87,190,69,152,15,37,37,47,16,71,87,37,29,14,4,10,38,34,3
"15",".A. Aminu, .M. Leonard, .A. Crabbe, .C. McCollum, .S. Napier",81,180,68,131,22,48,22,25,8,51,59,35,21,12,8,9,28,28,8
"16",".A. Bogut, .D. Williams, .W. Matthews, .H. Barnes, .D. Finney-Smith",69,149,57,116,24,55,11,13,15,51,66,40,20,7,6,6,29,20,22
"17",".A. Bogut, .D. Williams, .W. Matthews, .H. Barnes, .S. Curry",55,96,40,99,13,37,3,3,6,36,42,18,12,9,3,6,26,21,0
"18",".A. Bogut, .J. Barea, .W. Matthews, .H. Barnes, .D. Finney-Smith",51,92,37,83,8,30,10,11,9,29,38,17,9,11,2,0,17,22,13
"19",".A. Bogut, .K. Durant, .S. Curry, .K. Thompson, .D. Green",83,208,79,147,27,52,23,25,7,67,74,62,23,9,11,1,38,24,22
"20",".A. Bradley, .I. Smith, .T. Harris, .A. Drummond, .R. Bullock",154,329,133,301,29,83,34,47,37,96,133,84,38,26,18,24,53,44,-44
"21",".A. Bradley, .T. Harris, .R. Jackson, .A. Drummond, .R. Bullock",98,204,72,176,22,57,38,52,32,63,95,36,37,12,7,10,31,49,-15
"22",".A. Bradley, .T. Harris, .R. Jackson, .A. Drummond, .S. Johnson",397,851,318,685,94,231,121,158,80,243,323,194,124,66,18,46,143,142,-65
"23",".A. Burks, .J. Clarkson, .L. Nance Jr., .C. Osman, .C. Sexton",62,168,63,110,12,29,30,40,11,43,54,39,16,7,5,5,20,29,-5
"24",".A. Burks, .R. Hood, .C. Osman, .A. Zizic, .C. Sexton",113,223,84,212,24,63,31,43,22,81,103,50,31,15,4,10,43,50,-27
"25",".A. Crabbe, .J. Harris, .D. Russell, .J. Allen, .R. Kurucs",62,138,54,117,22,60,8,17,9,43,52,37,21,14,6,4,32,22,-13
"26",".A. Crabbe, .J. Harris, .D. Russell, .R. Hollis-Jefferson, .J. Allen",91,212,80,176,27,68,25,34,24,70,94,50,37,21,5,11,31,40,14
"27",".A. Crabbe, .S. Dinwiddie, .D. Russell, .R. Hollis-Jefferson, .J. Allen",52,114,45,95,15,41,9,13,7,38,45,27,16,6,2,3,17,14,2
"28",".A. Davis, .E. Payton, .J. Randle, .F. Jackson, .K. Williams",72,159,64,138,15,45,16,21,18,51,69,48,30,12,8,4,26,27,-21
"29",".A. Horford, .A. Baynes, .T. Rozier, .J. Brown, .J. Tatum",115,248,97,207,30,54,24,27,17,84,101,63,27,25,8,14,43,39,32
"30",".A. Horford, .A. Bradley, .I. Thomas, .J. Crowder, .K. Olynyk",82,200,71,151,27,72,31,36,13,62,75,49,22,19,8,5,31,34,29
"31",".A. Horford, .A. Bradley, .I. Thomas, .J. Crowder, .M. Smart",135,363,117,260,29,97,100,114,37,82,119,65,39,24,10,23,68,81,43
"32",".A. Horford, .G. Hayward, .K. Irving, .J. Brown, .J. Tatum",145,303,119,275,34,110,31,37,21,118,139,71,39,27,14,7,50,47,3
"33",".A. Horford, .G. Hayward, .K. Irving, .M. Morris, .J. Tatum",56,165,57,113,8,30,43,49,17,41,58,36,20,13,5,10,24,33,41
"34",".A. Horford, .G. Hayward, .K. Irving, .M. Morris, .M. Smart",53,129,50,100,15,42,14,18,9,44,53,34,21,10,3,5,23,19,19
"35",".A. Horford, .G. Hayward, .K. Irving, .M. Smart, .J. Tatum",75,207,74,146,22,59,37,45,18,44,62,47,17,11,11,3,30,37,33
"36",".A. Horford, .G. Hayward, .M. Smart, .T. Rozier, .J. Tatum",50,109,40,88,16,34,13,15,12,35,47,25,13,6,8,4,11,18,-7
"37",".A. Horford, .I. Thomas, .J. Crowder, .K. Olynyk, .M. Smart",103,247,77,181,34,90,59,64,16,61,77,51,30,13,8,7,46,51,-13
"38",".A. Horford, .J. Jerebko, .A. Bradley, .I. Thomas, .J. Crowder",53,122,45,96,13,32,19,21,9,42,51,34,12,6,5,7,16,16,15
"39",".A. Horford, .J. Jerebko, .I. Thomas, .J. Crowder, .M. Smart",56,148,48,93,16,41,36,40,7,41,48,31,16,3,6,1,20,23,26
"40",".A. Horford, .K. Irving, .A. Baynes, .J. Brown, .J. Tatum",354,788,317,625,82,180,72,93,54,280,334,177,94,47,44,24,130,103,84
"41",".A. Horford, .K. Irving, .A. Baynes, .M. Smart, .J. Brown",51,118,45,93,18,35,10,12,9,50,59,29,14,7,3,7,20,14,36
"42",".A. Horford, .K. Irving, .A. Baynes, .M. Smart, .J. Tatum",135,306,115,233,40,79,36,41,21,103,124,65,41,20,17,11,49,36,30
"43",".A. Horford, .K. Irving, .J. Brown, .J. Tatum, .D. Theis",50,107,38,91,13,33,18,25,11,39,50,27,15,7,10,4,26,22,-1
"44",".A. Horford, .K. Irving, .M. Morris, .J. Brown, .J. Tatum",236,541,205,430,60,148,71,87,38,168,206,120,66,29,23,25,82,78,-20
"45",".A. Horford, .K. Irving, .M. Morris, .M. Smart, .J. Brown",137,326,126,267,48,124,26,39,33,104,137,86,34,29,12,11,51,48,38
"46",".A. Horford, .K. Irving, .M. Morris, .M. Smart, .J. Tatum",505,1223,489,970,139,362,106,127,88,368,456,294,124,86,51,33,198,166,59
"47",".A. Horford, .K. Irving, .M. Smart, .J. Brown, .J. Tatum",207,502,179,367,47,149,97,132,35,141,176,111,51,38,16,15,109,97,37
"48",".A. Horford, .M. Morris, .A. Baynes, .T. Rozier, .J. Tatum",52,100,39,94,14,32,8,9,13,50,63,26,14,4,7,5,20,17,20
"49",".A. Horford, .M. Morris, .M. Smart, .T. Rozier, .J. Tatum",94,194,77,177,20,60,20,26,19,70,89,50,25,15,20,8,27,35,-2
"50",".A. Iguodala, .J. McGee, .S. Curry, .K. Thompson, .D. Green",80,236,84,148,24,46,44,54,21,56,77,67,25,14,11,7,33,39,19
"51",".A. Iguodala, .K. Durant, .K. Thompson, .Q. Cook, .D. Jones",77,156,65,132,13,46,13,19,5,58,63,43,20,10,15,3,31,26,-25
"52",".A. Iguodala, .K. Durant, .S. Curry, .K. Thompson, .D. Green",529,1485,501,959,177,440,306,353,75,392,467,341,148,104,92,33,215,261,268
"53",".A. Iguodala, .K. Durant, .S. Curry, .K. Thompson, .K. Looney",141,355,135,261,35,92,50,59,20,109,129,97,44,23,21,9,69,54,24
"54",".A. Jefferson, .L. Stephenson, .C. Joseph, .J. Young, .T. Leaf",61,118,51,125,6,25,10,13,12,42,54,22,5,7,7,7,24,18,-8
"55",".A. Jefferson, .M. Ellis, .A. Brooks, .L. Allen, .G. Robinson III",50,99,42,87,3,13,12,16,8,35,43,22,11,2,1,6,20,17,-17
"56",".A. Johnson, .A. Bradley, .I. Thomas, .K. Olynyk, .M. Smart",82,166,60,141,17,51,29,35,18,55,73,42,34,17,3,9,37,35,-21
"57",".A. Johnson, .A. Horford, .A. Bradley, .I. Thomas, .J. Crowder",434,990,386,789,131,312,87,108,77,308,385,256,111,68,50,49,164,119,56
"58",".A. Johnson, .A. Horford, .A. Bradley, .J. Crowder, .M. Smart",95,208,78,155,20,43,32,42,9,65,74,63,27,17,10,12,34,38,6
"59",".A. Johnson, .A. Horford, .I. Thomas, .J. Crowder, .J. Brown",98,208,77,173,27,73,27,39,14,81,95,47,26,23,9,5,32,32,19
"60",".A. Johnson, .A. Horford, .I. Thomas, .J. Crowder, .M. Smart",192,445,156,331,57,149,76,94,45,119,164,104,46,30,16,8,74,87,45
"61",".A. Johnson, .J. Bayless, .R. Covington, .D. Saric, .B. Simmons",71,147,58,129,17,43,14,21,17,45,62,39,31,22,7,8,41,25,4
"62",".A. Johnson, .J. Bayless, .R. Covington, .T. McConnell, .B. Simmons",53,123,48,93,10,18,17,31,14,40,54,33,25,9,6,4,34,21,-5
"63",".A. Johnson, .J. Redick, .R. Covington, .D. Saric, .B. Simmons",108,239,92,191,27,70,28,39,24,90,114,59,37,17,6,12,48,40,7
"64",".A. Johnson, .M. Belinelli, .R. Covington, .D. Saric, .B. Simmons",104,261,104,206,32,80,21,34,29,93,122,79,33,22,10,9,51,32,70
"65",".A. Johnson, .R. Covington, .D. Saric, .T. McConnell, .B. Simmons",86,172,66,157,17,46,23,27,21,59,80,47,24,15,5,12,41,32,-7
"66",".A. Len, .E. Payton, .T. Warren, .D. Booker, .D. Bender",70,173,67,133,18,33,21,28,15,55,70,34,24,9,11,11,31,20,5
"67",".A. Len, .I. Canaan, .T. Daniels, .D. Bender, .D. House",51,135,42,85,17,39,34,36,9,40,49,28,17,8,0,10,21,24,30
"68",".A. Len, .T. Daniels, .D. Bender, .T. Ulis, .J. Jackson",67,135,50,122,13,46,22,31,15,44,59,26,12,7,8,6,31,32,-33
"69",".A. Len, .T. Prince, .J. Collins, .K. Huerter, .T. Young",94,234,87,198,30,85,30,36,26,80,106,61,29,15,6,11,41,35,-15
"70",".A. Len, .T. Warren, .D. Booker, .M. Chriss, .T. Ulis",129,285,117,249,14,48,37,49,33,76,109,57,44,28,14,11,64,52,-40
"71",".A. Tolliver, .A. Bradley, .T. Harris, .R. Jackson, .A. Drummond",67,136,51,125,16,42,18,26,20,39,59,28,17,11,1,13,32,29,-6
"72",".A. Tolliver, .I. Smith, .A. Drummond, .R. Bullock, .S. Johnson",77,190,74,141,20,43,22,30,14,53,67,43,26,18,6,7,38,22,2
"73",".A. Tolliver, .I. Smith, .A. Drummond, .S. Johnson, .L. Kennard",50,145,48,84,16,28,33,47,13,33,46,33,17,13,2,5,18,31,23
"74",".A. Tolliver, .I. Smith, .E. Moreland, .L. Galloway, .L. Kennard",64,134,50,123,19,54,15,17,9,46,55,33,13,8,14,5,32,24,-4
"75",".A. Tolliver, .R. Jackson, .A. Drummond, .R. Bullock, .S. Johnson",71,152,57,135,15,39,23,30,22,52,74,33,19,9,3,9,31,23,1
"76",".A. Wiggins, .D. Saric, .T. Jones, .K. Towns, .J. Okogie",299,715,261,566,69,202,124,159,59,218,277,173,70,45,23,33,109,148,-4
"77",".B. Beal, .T. Satoransky, .B. Portis, .T. Bryant, .T. Brown Jr.",149,355,135,288,31,99,54,63,40,107,147,83,34,20,6,17,52,62,19
"78",".B. Biyombo, .E. Fournier, .J. Simmons, .E. Payton, .A. Gordon",219,460,178,401,42,110,62,77,55,150,205,121,69,25,32,29,80,71,-37
"79",".B. Biyombo, .E. Fournier, .J. Simmons, .E. Payton, .M. Hezonja",103,214,85,182,17,47,27,37,17,60,77,51,32,21,12,11,43,33,-37
"80",".B. Biyombo, .T. Ross, .E. Fournier, .E. Payton, .A. Gordon",105,242,93,193,19,59,37,55,33,73,106,50,31,14,7,10,47,48,13
"81",".B. Bogdanovic, .W. Cauley-Stein, .B. Hield, .S. Labissiere, .D. Fox",82,190,70,153,15,44,35,38,19,56,75,39,31,14,9,9,29,37,8
"82",".B. Bogdanovic, .W. Cauley-Stein, .S. Labissiere, .D. Fox, .J. Jackson",109,212,85,183,15,42,27,34,14,64,78,51,36,15,10,11,44,33,-40
"83",".B. Bogdanovic, .Y. Ferrell, .J. Jackson, .H. Giles III, .M. Bagley III",71,174,70,132,15,40,19,27,13,60,73,42,17,6,10,5,31,29,23
"84",".B. Diaw, .G. Hayward, .R. Gobert, .D. Exum, .J. Ingles",91,164,63,127,17,39,21,30,3,69,72,46,42,18,17,3,32,35,-23
"85",".B. Diaw, .G. Hayward, .R. Gobert, .R. Hood, .D. Exum",128,274,106,210,30,75,32,38,19,97,116,64,32,10,13,6,41,53,61
"86",".B. Diaw, .G. Hayward, .S. Mack, .R. Gobert, .J. Ingles",74,167,59,110,13,33,36,41,11,47,58,31,21,6,10,4,22,27,10
"87",".B. Diaw, .G. Hayward, .S. Mack, .R. Gobert, .R. Hood",52,100,39,81,13,31,9,12,8,45,53,25,21,6,8,2,26,25,22
"88",".B. Diaw, .G. Hill, .G. Hayward, .R. Gobert, .J. Ingles",88,188,66,137,15,43,41,54,17,58,75,36,22,13,11,4,29,47,3
"89",".B. Diaw, .G. Hill, .G. Hayward, .R. Gobert, .R. Hood",119,250,90,211,18,63,52,57,29,96,125,53,25,7,14,14,37,49,35
"90",".B. Griffin, .I. Smith, .A. Drummond, .L. Galloway, .L. Kennard",80,225,85,154,22,48,33,41,20,60,80,45,14,5,6,6,36,37,58
"91",".B. Griffin, .I. Smith, .A. Drummond, .R. Bullock, .J. Ennis III",165,331,132,293,29,70,38,58,41,111,152,81,54,21,12,14,67,64,-49
"92",".B. Griffin, .I. Smith, .A. Drummond, .R. Bullock, .S. Johnson",258,571,215,470,45,132,96,122,52,224,276,120,80,43,29,30,96,109,41
"93",".B. Griffin, .R. Jackson, .A. Drummond, .G. Robinson III, .L. Galloway",50,97,35,92,8,32,19,24,13,39,52,21,18,8,2,5,17,23,-25
"94",".B. Griffin, .R. Jackson, .A. Drummond, .L. Galloway, .L. Kennard",67,170,63,129,21,51,23,34,17,43,60,35,17,13,5,7,26,27,33
"95",".B. Griffin, .R. Jackson, .A. Drummond, .L. Kennard, .B. Brown",65,131,50,108,14,40,17,25,14,44,58,25,23,5,8,7,36,25,-36
"96",".B. Griffin, .R. Jackson, .A. Drummond, .R. Bullock, .B. Brown",309,717,268,543,97,219,84,108,69,230,299,160,97,41,28,29,112,117,83
"97",".B. Griffin, .R. Jackson, .A. Drummond, .R. Bullock, .G. Robinson III",153,330,132,278,39,110,27,46,32,100,132,85,57,26,11,17,58,63,-18
"98",".B. Griffin, .R. Jackson, .A. Drummond, .R. Bullock, .L. Galloway",75,189,63,143,27,64,36,49,22,45,67,39,17,6,8,10,23,36,21
"99",".B. Griffin, .R. Jackson, .A. Drummond, .R. Bullock, .L. Kennard",102,243,93,189,21,63,36,54,20,74,94,53,25,8,8,11,42,56,7
"100",".B. Griffin, .R. Jackson, .A. Drummond, .R. Bullock, .S. Johnson",109,223,77,190,18,68,51,72,21,84,105,44,33,18,8,15,46,65,-6
"101",".B. Griffin, .W. Ellington, .R. Jackson, .A. Drummond, .B. Brown",289,647,233,534,93,237,88,119,72,189,261,132,73,50,29,25,111,119,14
"102",".B. Griffin, .W. Ellington, .R. Jackson, .A. Drummond, .L. Kennard",68,191,67,126,28,59,29,44,12,43,55,39,17,16,6,7,28,36,59
"103",".B. Lopez, .E. Bledsoe, .K. Middleton, .G. Antetokounmpo, .M. Brogdon",597,1508,567,1152,155,450,219,282,100,505,605,337,170,106,81,76,204,249,92
"104",".B. Lopez, .E. Bledsoe, .K. Middleton, .G. Antetokounmpo, .P. Connaughton",68,186,72,134,20,58,22,28,13,58,71,39,22,11,11,2,31,26,24
"105",".B. Lopez, .E. Bledsoe, .K. Middleton, .G. Antetokounmpo, .S. Brown",128,280,110,251,24,81,36,45,18,108,126,61,39,13,23,20,50,45,-40
"106",".B. Lopez, .E. Bledsoe, .K. Middleton, .T. Snell, .G. Antetokounmpo",67,153,59,121,16,49,19,22,8,60,68,33,20,9,15,2,31,27,3
"107",".B. Lopez, .I. Thomas, .K. Caldwell-Pope, .J. Randle, .L. Ball",57,137,53,104,12,35,19,28,9,35,44,34,16,10,6,4,16,26,-10
"108",".B. Lopez, .J. Lin, .S. Kilpatrick, .R. Hollis-Jefferson, .C. LeVert",50,131,49,90,14,27,19,28,10,40,50,29,14,8,7,4,18,26,31
"109",".B. Lopez, .K. Caldwell-Pope, .B. Ingram, .L. Ball, .K. Kuzma",225,504,198,440,50,150,58,89,51,179,230,112,74,34,34,26,84,88,-3
"110",".B. Lopez, .K. Caldwell-Pope, .J. Randle, .A. Caruso, .K. Kuzma",64,133,47,95,11,29,28,36,4,46,50,27,24,6,5,6,25,29,-18
"111",".B. Lopez, .K. Caldwell-Pope, .J. Randle, .B. Ingram, .J. Hart",175,435,174,325,50,106,37,57,30,136,166,100,54,23,17,15,65,53,33
"112",".B. Lopez, .K. Caldwell-Pope, .J. Randle, .B. Ingram, .L. Ball",105,249,91,188,29,74,38,47,17,90,107,63,41,18,12,9,33,36,-1
"113",".B. Lopez, .K. Caldwell-Pope, .J. Randle, .L. Ball, .K. Kuzma",217,457,167,374,50,146,73,103,38,158,196,102,67,24,21,19,88,82,-46
"114",".B. Lopez, .K. Caldwell-Pope, .L. Nance Jr., .B. Ingram, .L. Ball",219,450,172,393,34,118,72,102,46,158,204,104,71,48,33,21,90,88,-25
"115",".B. Lopez, .K. Caldwell-Pope, .T. Ennis, .J. Randle, .B. Ingram",60,130,50,117,13,36,17,22,12,44,56,28,14,9,6,12,35,25,-7
"116",".B. Lopez, .T. Booker, .B. Bogdanovic, .S. Kilpatrick, .I. Whitehead",179,402,150,309,35,89,67,82,24,126,150,82,60,22,16,22,69,66,-23
"117",".B. Lopez, .T. Booker, .J. Harris, .S. Kilpatrick, .I. Whitehead",56,127,49,103,15,32,14,23,16,38,54,28,21,4,4,7,23,21,9
"118",".B. Rush, .R. Rubio, .G. Dieng, .A. Wiggins, .K. Towns",596,1324,507,1025,84,220,226,271,124,413,537,315,176,82,53,56,203,234,23
"119",".B. Rush, .R. Rubio, .N. Bjelica, .A. Wiggins, .K. Towns",51,116,42,93,9,25,23,33,13,38,51,25,15,10,6,8,33,25,8
"120",".B. Udrih, .M. Morris, .J. Leuer, .A. Baynes, .S. Johnson",53,92,37,94,4,14,14,17,11,34,45,22,15,5,5,6,25,25,-20
"121",".B. Udrih, .T. Harris, .J. Leuer, .A. Baynes, .S. Johnson",54,99,42,84,7,17,8,11,10,42,52,16,25,10,5,11,18,16,3
"122",".B. Wright, .M. Chalmers, .T. Evans, .C. Parsons, .D. Brooks",71,161,53,125,14,43,41,54,14,50,64,28,15,15,7,10,45,32,21
"123",".C. Aldrich, .N. Bjelica, .S. Muhammad, .Z. LaVine, .K. Dunn",134,267,109,236,25,64,24,36,33,88,121,58,40,25,12,12,65,39,-9
"124",".C. Anthony, .C. Brewer, .R. Westbrook, .P. George, .S. Adams",344,817,294,654,81,213,148,217,107,241,348,165,110,73,23,26,136,169,16
"125",".C. Anthony, .D. Rose, .C. Lee, .B. Jennings, .K. Porzingis",54,145,49,94,18,39,29,33,7,34,41,24,16,9,8,4,33,22,1
"126",".C. Anthony, .D. Rose, .C. Lee, .K. O'Quinn, .K. Porzingis",84,190,79,166,11,34,21,24,24,52,76,38,23,13,7,7,32,30,-2
"127",".C. Anthony, .D. Rose, .C. Lee, .K. Porzingis, .W. Hernangomez",172,373,148,302,27,67,50,66,29,119,148,88,55,24,18,15,59,57,-33
"128",".C. Anthony, .D. Rose, .C. Lee, .L. Thomas, .K. O'Quinn",69,153,57,128,6,24,33,41,19,37,56,24,18,7,8,5,27,32,-15
"129",".C. Anthony, .D. Rose, .C. Lee, .L. Thomas, .K. Porzingis",109,253,92,195,21,53,48,56,19,77,96,46,24,19,9,15,46,43,14
"130",".C. Anthony, .D. Rose, .C. Lee, .L. Thomas, .W. Hernangomez",92,197,77,163,13,40,30,35,20,69,89,28,28,10,10,7,40,27,-10
"131",".C. Anthony, .J. Noah, .C. Lee, .B. Jennings, .K. Porzingis",109,224,83,199,25,64,33,48,26,76,102,52,34,16,14,4,51,42,-18
"132",".C. Anthony, .J. Noah, .D. Rose, .C. Lee, .K. Porzingis",396,854,339,744,67,169,109,139,104,277,381,181,102,44,44,42,137,132,-46
"133",".C. Anthony, .J. Noah, .D. Rose, .C. Lee, .L. Thomas",71,162,67,137,8,22,20,29,23,48,71,26,14,9,4,4,27,27,24
"134",".C. Anthony, .R. Felton, .R. Westbrook, .P. George, .S. Adams",65,145,52,117,18,51,23,28,17,39,56,26,22,12,1,5,43,27,13
"135",".C. Anthony, .R. Westbrook, .A. Roberson, .S. Adams, .A. Abrines",76,138,54,149,10,39,20,36,30,48,78,30,15,12,6,10,28,31,-24
"136",".C. Anthony, .R. Westbrook, .P. George, .A. Roberson, .D. Johnson",57,116,44,95,6,18,22,27,13,38,51,22,17,13,6,3,25,22,9
"137",".C. Anthony, .R. Westbrook, .P. George, .A. Roberson, .S. Adams",539,1207,478,986,90,270,161,233,157,382,539,263,166,139,46,35,187,219,162
"138",".C. Anthony, .R. Westbrook, .P. George, .S. Adams, .A. Abrines",198,491,180,394,56,150,75,96,55,136,191,96,57,29,17,15,78,86,26
"139",".C. Anthony, .R. Westbrook, .P. George, .S. Adams, .J. Grant",123,296,109,226,24,73,54,68,37,84,121,67,43,12,18,20,66,54,-1
"140",".C. Anthony, .R. Westbrook, .P. George, .S. Adams, .J. Huestis",175,424,164,329,36,99,60,80,54,114,168,81,51,37,20,16,57,72,39
"141",".C. Anthony, .R. Westbrook, .P. George, .S. Adams, .T. Ferguson",236,551,217,470,55,148,62,93,85,151,236,121,77,31,22,22,89,87,-14
"142",".C. Brewer, .E. Gordon, .P. Beverley, .C. Capela, .S. Dekker",85,175,64,146,22,61,25,40,20,52,72,40,24,11,14,17,46,36,-19
"143",".C. Brewer, .E. Gordon, .P. Beverley, .M. Harrell, .S. Dekker",92,202,78,173,26,74,20,33,26,53,79,49,21,17,5,10,46,38,16
"144",".C. Brewer, .J. Clarkson, .J. Randle, .K. Kuzma, .J. Hart",113,243,90,186,16,45,47,66,27,80,107,46,38,12,10,9,47,51,-11
"145",".C. Brewer, .J. Clarkson, .L. Nance Jr., .A. Caruso, .K. Kuzma",52,107,40,105,8,28,19,23,19,28,47,18,15,15,7,8,22,19,-19
"146",".C. Joseph, .B. Bogdanovic, .D. McDermott, .D. Sabonis, .A. Holiday",77,167,59,133,19,49,30,37,15,56,71,46,30,10,7,7,45,33,-9
"147",".C. Joseph, .D. McDermott, .D. Sabonis, .T. Leaf, .A. Holiday",66,141,56,123,12,41,17,25,10,42,52,39,13,6,4,5,36,26,-13
"148",".C. Miles, .D. DeRozan, .J. Poeltl, .P. Siakam, .F. VanVleet",101,262,99,203,24,70,40,54,23,63,86,52,12,17,10,13,41,42,34
"149",".C. Miles, .D. Wright, .J. Poeltl, .F. VanVleet, .O. Anunoby",59,131,47,104,13,50,24,28,11,44,55,28,24,11,8,5,34,33,20
"150",".C. Miles, .D. Wright, .J. Poeltl, .P. Siakam, .F. VanVleet",340,794,305,606,100,244,84,101,63,223,286,209,96,62,52,34,161,121,120
"151",".C. Miles, .J. Teague, .P. George, .L. Allen, .M. Turner",103,230,83,178,20,60,44,49,18,66,84,58,35,20,11,11,43,40,0
"152",".C. Miles, .K. Lowry, .D. DeRozan, .J. Poeltl, .P. Siakam",52,113,40,105,11,35,22,33,15,37,52,28,14,11,4,13,27,25,-12
"153",".C. Miles, .M. Ellis, .J. Teague, .P. George, .M. Turner",101,265,85,178,28,73,67,83,19,51,70,44,25,19,9,7,46,56,38
"154",".C. Miles, .N. Powell, .J. Poeltl, .P. Siakam, .F. VanVleet",64,119,46,115,14,51,13,14,10,41,51,30,23,10,6,11,38,13,-31
"155",".C. Miles, .T. Young, .J. Teague, .P. George, .M. Turner",444,994,370,763,96,239,158,188,76,309,385,231,122,81,45,42,178,174,55
"156",".C. Paul, .J. Redick, .D. Jordan, .B. Griffin, .A. Rivers",130,309,105,217,25,75,74,100,28,97,125,54,29,11,7,7,54,72,43
"157",".C. Paul, .J. Redick, .D. Jordan, .L. Mbah a Moute, .A. Rivers",82,190,70,153,18,52,32,40,21,65,86,43,20,18,6,7,27,37,25
"158",".C. Paul, .J. Redick, .D. Jordan, .L. Mbah a Moute, .B. Griffin",871,2025,746,1453,173,393,360,498,157,640,797,487,236,169,90,51,283,430,249
"159",".C. Paul, .P. Tucker, .E. Gordon, .J. Harden, .C. Capela",420,994,356,764,134,373,148,184,72,272,344,197,105,71,33,41,151,169,61
"160",".C. Paul, .P. Tucker, .E. Gordon, .J. Harden, .K. Faried",100,261,91,204,39,103,40,45,33,46,79,49,21,27,6,11,33,34,5
"161",".C. Paul, .P. Tucker, .J. Harden, .J. Ennis III, .C. Capela",212,443,164,351,51,154,64,89,51,120,171,100,87,42,23,17,88,87,-38
"162",".C. Paul, .P. Tucker, .L. Mbah a Moute, .J. Harden, .C. Capela",131,322,108,203,44,95,62,82,14,92,106,59,33,29,15,7,32,60,48
"163",".C. Paul, .R. Anderson, .L. Mbah a Moute, .J. Harden, .C. Capela",59,145,52,103,20,49,21,24,11,43,54,27,11,15,4,5,12,20,30
"164",".C. Watson, .S. Ibaka, .N. Vucevic, .E. Payton, .A. Gordon",112,240,97,211,12,47,34,45,21,71,92,61,29,22,5,10,50,45,-32
"165",".D. Augustin, .B. Biyombo, .E. Fournier, .J. Simmons, .M. Hezonja",82,177,66,144,16,50,29,34,16,50,66,44,27,18,4,10,27,29,-24
"166",".D. Augustin, .N. Vucevic, .A. Gordon, .M. Hezonja, .W. Iwundu",99,183,75,184,14,62,19,28,14,75,89,56,33,23,11,12,29,30,-16
"167",".D. Augustin, .N. Vucevic, .E. Fournier, .A. Gordon, .J. Isaac",852,1911,747,1586,183,526,234,296,191,647,838,481,248,128,94,71,245,317,48
"168",".D. Augustin, .N. Vucevic, .E. Fournier, .A. Gordon, .W. Iwundu",199,468,187,369,46,120,48,59,33,135,168,124,51,29,21,22,75,73,27
"169",".D. Augustin, .N. Vucevic, .E. Fournier, .J. Isaac, .W. Iwundu",103,267,98,213,28,76,43,45,28,74,102,59,20,18,17,7,35,38,42
"170",".D. Augustin, .N. Vucevic, .E. Fournier, .J. Simmons, .A. Gordon",301,679,261,542,80,203,77,108,40,216,256,171,87,44,25,24,103,108,13
"171",".D. Augustin, .N. Vucevic, .E. Fournier, .J. Simmons, .J. Isaac",77,195,72,144,23,54,28,31,15,42,57,52,17,11,8,9,30,27,-5
